episode,step,action,reward,player_idx,player_row,player_col,ball_row,ball_col,probability,shot,done,score_red,score_blue,p0_row,p0_col,p1_row,p1_col,p2_row,p2_col,p3_row,p3_col,p4_row,p4_col,p5_row,p5_col,p6_row,p6_col,p7_row,p7_col,p8_row,p8_col,p9_row,p9_col
0,1,"[2, 2, 1, 3, 1]",0.0,5,5,12,5,12,,not_applicable,False,0,0,5,4,5,3,6,3,8,4,9,2,5,12,6,12,7,13,8,13,10,13
0,2,"[4, 3, 2, 3, 1]",0.6899999976158142,5,5,12,5,12,,shot_successful,True,3,0,4,4,5,4,5,3,9,4,9,3,5,12,6,13,7,12,8,13,11,13
1,3,"[0, 2, 3, 3, 1]",0.0,5,4,13,4,13,,not_applicable,False,0,0,4,3,6,2,6,3,7,3,9,4,4,13,6,12,7,13,8,13,10,13
1,4,"[1, 0, 3, 1, 3]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,3,5,2,6,4,6,3,8,4,5,13,5,12,7,13,9,13,10,13
1,5,"[5, 1, 0, 2, 3]",0.0,6,6,12,6,12,,not_applicable,False,0,0,5,4,5,3,7,4,7,3,8,5,5,13,6,12,6,13,9,12,10,13
1,6,"[0, 4, 1, 0, 2]",0.0,6,6,12,6,12,,shot_failed,True,0,0,6,4,5,4,8,4,6,3,9,5,4,13,6,12,7,13,8,12,10,12
2,7,"[1, 0, 2, 0, 0]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,4,6,2,7,4,8,2,10,3,5,13,6,13,7,12,7,13,8,13
2,8,"[1, 2, 1, 3, 3]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,5,6,3,7,5,8,1,11,3,5,13,6,12,8,12,7,13,8,13
2,9,"[2, 1, 0, 3, 3]",0.0,5,5,12,5,12,,not_applicable,False,0,0,4,5,6,4,7,4,9,1,12,3,5,12,7,12,8,12,7,13,8,13
2,10,"[5, 3, 1, 1, 1]",0.0,9,9,13,9,13,,not_applicable,False,0,0,3,5,6,3,8,4,10,1,12,2,5,12,7,12,9,12,7,13,9,13
2,11,"[0, 2, 0, 0, 0]",0.0,9,8,13,8,13,,not_applicable,False,0,0,4,5,5,3,8,3,11,1,11,2,4,12,7,11,8,12,6,13,8,13
2,12,"[1, 0, 0, 0, 1]",0.0,9,9,13,9,13,,not_applicable,False,0,0,4,4,5,2,9,3,11,0,11,1,5,12,6,11,7,12,5,13,9,13
2,13,"[1, 3, 3, 3, 1]",0.0,9,10,13,10,13,,not_applicable,False,0,0,5,4,4,2,10,3,10,0,11,2,6,12,6,11,7,13,5,13,10,13
2,14,"[1, 2, 1, 1, 1]",0.0,9,11,13,11,13,,not_applicable,False,0,0,5,3,4,3,10,4,10,1,11,1,7,12,6,10,8,13,6,13,11,13
2,15,"[2, 3, 0, 3, 2]",0.0,9,11,12,11,12,,not_applicable,False,0,0,5,4,4,2,9,4,10,0,11,2,7,11,6,11,7,13,6,13,11,12
2,16,"[0, 2, 2, 1, 5]",0.0,7,7,12,7,12,,not_applicable,False,0,0,6,4,3,2,9,5,10,1,11,3,7,11,6,10,7,12,7,13,11,12
2,17,"[2, 2, 1, 2, 0]",0.0,7,8,12,8,12,,not_applicable,False,0,0,6,3,3,3,9,4,10,0,11,4,7,10,6,9,8,12,7,12,10,12
2,18,"[3, 0, 5, 1, 2]",0.0,5,7,11,7,11,,not_applicable,False,0,0,6,4,3,4,9,5,11,0,11,3,7,11,5,9,8,12,7,12,10,11
2,19,"[3, 0, 1, 3, 0]",0.0,5,7,11,7,11,,not_applicable,False,0,0,6,5,3,5,9,6,11,1,12,3,7,11,4,9,9,12,7,13,9,11
2,20,"[1, 0, 1, 1, 2]",0.0,5,8,11,8,11,,not_applicable,False,0,0,6,4,2,5,10,6,11,0,13,3,8,11,3,9,10,12,8,13,9,10
2,21,"[3, 3, 1, 3, 2]",0.0,5,8,12,8,12,,not_applicable,False,0,0,6,5,2,4,9,6,12,0,13,4,8,12,3,10,11,12,8,13,9,9
2,22,"[3, 1, 2, 0, 2]",0.0,5,8,12,8,12,,not_applicable,False,0,0,6,6,1,4,9,5,11,0,13,5,8,12,4,10,11,11,7,13,9,8
2,23,"[2, 1, 3, 3, 3]",0.0,5,8,11,8,11,,not_applicable,False,0,0,6,5,1,5,10,5,12,0,13,4,8,11,5,10,11,12,7,13,9,9
2,24,"[3, 1, 2, 1, 1]",0.0,5,8,12,8,12,,not_applicable,False,0,0,7,5,0,5,11,5,13,0,13,5,8,12,6,10,11,11,8,13,10,9
2,25,"[3, 3, 1, 2, 0]",0.0,5,8,12,8,12,,not_applicable,False,0,0,7,4,1,5,10,5,12,0,13,4,8,12,6,11,12,11,8,13,9,9
2,26,"[5, 1, 2, 3, 3]",0.0,7,12,10,12,10,,not_applicable,False,0,0,7,5,0,5,10,4,12,1,14,4,8,12,7,11,12,10,8,13,9,10
2,27,"[3, 1, 1, 1, 3]",0.0,7,13,10,13,10,,not_applicable,False,0,0,8,5,0,4,10,3,11,1,14,5,8,12,8,11,13,10,9,13,9,11
