episode,step,action,reward,player_idx,player_row,player_col,ball_row,ball_col,probability,shot,done,score_red,score_blue,p0_row,p0_col,p1_row,p1_col,p2_row,p2_col,p3_row,p3_col,p4_row,p4_col,p5_row,p5_col,p6_row,p6_col,p7_row,p7_col,p8_row,p8_col,p9_row,p9_col
13,85,"[2, 3, 2, 3, 3]",0.0,9,8,11,8,11,,not_applicable,False,0,0,4,0,6,5,5,3,8,1,10,10,8,8,8,12,5,11,8,13,8,11
13,86,"[3, 2, 1, 1, 4]",0.0,9,8,11,8,11,,shot_failed,True,0,0,4,1,6,4,6,3,9,1,10,11,8,9,8,12,6,11,9,13,8,11
14,87,"[0, 3, 2, 1, 1]",0.0,5,4,13,4,13,,not_applicable,False,0,0,5,2,5,3,7,4,8,2,8,3,4,13,6,13,7,12,8,13,10,13
14,88,"[5, 0, 2, 2, 2]",0.0,8,8,12,8,12,,not_applicable,False,0,0,6,2,6,3,8,4,8,1,8,2,4,13,5,13,7,11,8,12,10,12
14,89,"[3, 3, 2, 5, 3]",0.0,6,5,13,5,13,,not_applicable,False,0,0,6,1,7,3,7,4,7,1,8,1,4,13,5,13,7,10,8,12,10,13
14,90,"[1, 2, 1, 0, 3]",0.0,6,5,12,5,12,,not_applicable,False,0,0,6,2,7,2,7,5,6,1,7,1,4,13,5,12,8,10,7,12,10,13
14,91,"[0, 1, 3, 2, 1]",0.0,6,6,12,6,12,,not_applicable,False,0,0,5,2,7,3,7,6,6,0,8,1,3,13,6,12,8,11,7,11,11,13
14,92,"[0, 2, 3, 1, 1]",0.0,6,6,11,6,11,,not_applicable,False,0,0,5,1,7,4,7,7,6,1,8,2,2,13,6,11,8,12,8,11,12,13
14,93,"[1, 5, 0, 1, 2]",0.0,8,9,11,9,11,,not_applicable,False,0,0,5,2,7,5,7,6,6,0,8,1,3,13,6,11,7,12,9,11,12,12
14,94,"[3, 0, 1, 5, 3]",0.0,6,5,11,5,11,,not_applicable,False,0,0,5,3,8,5,7,5,5,0,7,1,3,13,5,11,8,12,9,11,12,13
14,95,"[1, 4, 3, 1, 0]",0.8100000023841858,6,5,11,5,11,,shot_successful,True,3,0,5,4,8,6,6,5,5,1,6,1,4,13,5,11,8,13,10,11,11,13
15,96,"[3, 2, 1, 3, 2]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,3,6,4,7,2,8,2,10,3,5,13,6,12,7,13,8,13,9,12
15,97,"[5, 0, 2, 2, 2]",0.0,6,5,12,5,12,,not_applicable,False,0,0,5,3,6,3,6,2,9,2,9,3,5,13,5,12,7,12,8,12,9,11
15,98,"[2, 4, 3, 3, 0]",0.0,6,5,12,5,12,,shot_failed,True,0,0,4,3,5,3,6,3,10,2,8,3,5,13,5,12,7,13,8,13,8,11
16,99,"[4, 3, 0, 0, 2]",0.0,5,5,13,5,13,,shot_failed,True,0,0,5,4,5,3,7,2,8,4,9,2,5,13,6,13,7,13,8,13,9,12
17,100,"[1, 1, 1, 1, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,2,6,4,7,2,8,4,8,3,5,13,6,13,7,13,8,13,10,13
17,101,"[4, 1, 0, 0, 1]",0.0,5,5,13,5,13,,shot_failed,True,0,0,5,3,6,3,6,2,9,4,8,4,5,13,6,13,7,13,8,13,11,13
18,102,"[3, 3, 0, 1, 2]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,2,6,2,6,3,8,4,8,3,5,13,6,13,7,13,8,13,9,12
18,103,"[1, 2, 1, 2, 2]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,2,6,1,6,2,7,4,7,3,5,13,6,12,7,13,8,12,9,11
18,104,"[4, 0, 2, 2, 3]",0.0,5,5,13,5,13,,shot_failed,True,0,0,4,1,5,1,5,2,7,5,7,4,5,13,5,12,7,12,8,11,9,12
19,105,"[2, 2, 1, 0, 3]",0.0,5,5,12,5,12,,not_applicable,False,0,0,5,4,6,2,7,2,8,4,9,2,5,12,6,12,7,13,8,13,9,13
19,106,"[2, 0, 1, 0, 3]",0.0,5,5,11,5,11,,not_applicable,False,0,0,6,4,6,3,8,2,8,5,9,3,5,11,5,12,7,13,8,13,9,13
19,107,"[2, 3, 0, 1, 3]",0.0,5,5,10,5,10,,not_applicable,False,0,0,6,5,7,3,8,3,7,5,9,2,5,10,5,13,6,13,8,13,9,13
19,108,"[2, 2, 0, 0, 0]",0.0,5,5,9,5,9,,not_applicable,False,0,0,5,5,6,3,7,3,8,5,9,1,5,9,5,12,5,13,7,13,8,13
19,109,"[4, 2, 0, 0, 0]",0.0,5,5,9,5,9,,shot_failed,True,0,0,5,6,6,4,7,2,8,6,9,0,5,9,5,11,4,13,6,13,7,13
20,110,"[0, 0, 3, 1, 1]",0.0,5,4,13,4,13,,not_applicable,False,0,0,4,3,6,4,6,3,8,4,8,3,4,13,5,13,7,13,8,13,10,13
20,111,"[3, 3, 1, 1, 2]",0.0,5,4,13,4,13,,not_applicable,False,0,0,5,3,5,4,6,4,9,4,7,3,4,13,5,13,7,13,9,13,10,12
20,112,"[3, 2, 2, 2, 0]",0.0,5,4,13,4,13,,not_applicable,False,0,0,5,2,5,3,5,4,8,4,6,3,4,13,5,12,7,12,9,12,10,12
20,113,"[1, 1, 1, 1, 3]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,1,5,2,4,4,8,5,6,2,5,13,6,12,8,12,9,12,10,13
20,114,"[5, 1, 1, 2, 3]",0.0,8,9,11,9,11,,not_applicable,False,0,0,6,1,4,2,4,3,7,5,5,2,5,13,7,12,8,12,9,11,10,13
20,115,"[0, 0, 1, 3, 3]",0.0,8,9,11,9,11,,not_applicable,False,0,0,7,1,4,1,4,4,7,4,4,2,4,13,6,12,9,12,9,11,10,13
20,116,"[3, 3, 2, 0, 3]",0.0,8,8,11,8,11,,not_applicable,False,0,0,6,1,3,1,4,5,7,3,3,2,4,13,6,13,9,12,8,11,10,13
20,117,"[0, 3, 2, 0, 3]",0.0,8,7,11,7,11,,not_applicable,False,0,0,5,1,3,0,4,4,8,3,2,2,3,13,6,13,9,11,7,11,10,13
20,118,"[3, 1, 3, 4, 1]",0.0,8,7,11,7,11,,shot_failed,True,0,0,6,1,3,1,5,4,8,2,2,1,3,13,7,13,9,12,7,11,11,13
21,119,"[1, 3, 0, 1, 2]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,3,5,3,7,4,8,2,9,2,5,13,6,13,7,13,8,13,9,12
21,120,"[4, 2, 2, 2, 0]",0.6000000238418579,5,5,13,5,13,,shot_successful,True,3,0,4,2,5,4,6,4,8,1,9,3,5,13,6,12,7,12,8,12,9,12
22,121,"[1, 3, 1, 0, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,2,5,3,6,3,7,3,9,4,5,13,6,13,7,13,8,13,10,13
22,122,"[1, 2, 2, 2, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,2,5,4,6,2,7,4,10,4,5,13,6,12,7,12,8,12,11,13
22,123,"[1, 2, 2, 3, 0]",0.0,5,6,13,6,13,,not_applicable,False,0,0,4,3,5,5,6,1,7,5,10,5,6,13,6,11,7,11,8,13,10,13
22,124,"[5, 3, 0, 2, 2]",0.0,6,6,12,6,12,,not_applicable,False,0,0,5,3,4,5,6,0,8,5,10,4,6,13,6,12,6,11,8,12,10,12
22,125,"[0, 1, 2, 3, 1]",0.0,6,7,12,7,12,,not_applicable,False,0,0,4,3,3,5,5,0,9,5,11,4,5,13,7,12,6,10,8,13,11,12
22,126,"[0, 1, 3, 2, 3]",0.0,6,8,12,8,12,,not_applicable,False,0,0,4,4,3,6,4,0,8,5,10,4,4,13,8,12,6,11,8,13,11,13
22,127,"[2, 0, 1, 2, 3]",0.0,6,7,12,7,12,,not_applicable,False,0,0,5,4,3,5,4,1,8,4,10,3,4,12,7,12,7,11,8,12,11,13
22,128,"[3, 4, 1, 1, 0]",0.7200000286102295,6,7,12,7,12,,shot_successful,True,3,0,6,4,3,6,5,1,8,5,9,3,4,13,7,12,8,11,9,12,10,13
23,129,"[5, 3, 0, 1, 0]",0.0,6,6,13,6,13,,not_applicable,False,0,0,4,3,6,2,7,2,7,3,9,4,5,13,6,13,7,13,8,13,9,13
23,130,"[3, 5, 2, 3, 3]",0.0,8,8,13,8,13,,not_applicable,False,0,0,3,3,6,1,8,2,8,3,9,5,5,13,6,13,7,12,8,13,9,13
23,131,"[0, 2, 3, 1, 2]",0.0,8,8,13,8,13,,not_applicable,False,0,0,4,3,6,2,7,2,7,3,9,4,4,13,6,12,7,13,8,13,9,12
23,132,"[3, 0, 1, 4, 0]",0.0,8,8,13,8,13,,shot_failed,True,0,0,4,4,6,1,6,2,7,4,9,5,4,13,5,12,7,13,8,13,8,12
24,133,"[3, 2, 3, 2, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,4,5,3,7,2,8,4,10,3,5,13,6,12,7,13,8,12,10,13
24,134,"[0, 2, 1, 2, 0]",0.0,5,4,13,4,13,,not_applicable,False,0,0,5,5,5,4,8,2,7,4,9,3,4,13,6,11,8,13,8,11,9,13
24,135,"[5, 0, 1, 1, 1]",0.0,6,5,11,5,11,,not_applicable,False,0,0,5,6,4,4,7,2,7,3,10,3,4,13,5,11,8,13,9,11,10,13
24,136,"[3, 5, 1, 1, 1]",0.0,5,4,13,4,13,,not_applicable,False,0,0,4,6,4,3,6,2,8,3,10,2,4,13,5,11,9,13,10,11,11,13
24,137,"[4, 1, 1, 0, 3]",0.0,5,4,13,4,13,,shot_failed,True,0,0,3,6,3,3,6,1,8,4,11,2,4,13,6,11,10,13,9,11,11,13
25,138,"[5, 0, 1, 3, 3]",0.0,7,7,13,7,13,,not_applicable,False,0,0,4,3,6,2,6,3,8,2,8,3,5,13,6,13,7,13,8,13,9,13
25,139,"[3, 2, 5, 3, 1]",0.0,6,6,12,6,12,,not_applicable,False,0,0,4,4,5,2,7,3,8,1,8,2,5,13,6,12,7,13,8,13,10,13
25,140,"[0, 2, 0, 2, 1]",0.0,6,6,11,6,11,,not_applicable,False,0,0,4,3,5,3,7,2,7,1,8,3,4,13,6,11,6,13,8,12,11,13
25,141,"[3, 0, 1, 0, 2]",0.0,6,5,11,5,11,,not_applicable,False,0,0,4,2,6,3,8,2,6,1,7,3,4,13,5,11,7,13,7,12,11,12
25,142,"[1, 5, 1, 3, 0]",0.0,9,10,12,10,12,,not_applicable,False,0,0,4,3,6,4,9,2,7,1,6,3,5,13,5,11,8,13,7,13,10,12
25,143,"[3, 1, 2, 1, 2]",0.0,9,10,11,10,11,,not_applicable,False,0,0,5,3,7,4,9,3,8,1,7,3,5,13,6,11,8,12,8,13,10,11
25,144,"[3, 3, 3, 2, 4]",0.7799999713897705,9,10,11,10,11,,shot_successful,True,3,0,6,3,7,5,9,4,8,2,8,3,5,13,6,12,8,12,8,13,10,11
26,145,"[1, 0, 2, 3, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,3,6,2,7,2,8,4,10,3,5,13,6,13,7,12,8,13,10,13
26,146,"[1, 1, 1, 0, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,3,6,1,7,1,8,5,10,4,5,13,7,13,8,12,8,13,11,13
26,147,"[3, 2, 3, 2, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,2,6,2,8,1,8,6,11,4,5,13,7,12,8,12,8,13,12,13
26,148,"[3, 0, 0, 0, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,2,7,2,8,2,9,6,10,4,5,13,6,12,7,12,7,13,13,13
26,149,"[2, 0, 3, 0, 0]",0.0,5,5,12,5,12,,not_applicable,False,0,0,5,2,6,2,9,2,8,6,10,3,5,12,6,12,7,12,6,13,12,13
26,150,"[4, 0, 3, 0, 0]",0.0,5,5,12,5,12,,shot_failed,True,0,0,5,3,6,1,8,2,8,5,10,4,5,12,6,12,7,13,5,13,11,13
27,151,"[4, 3, 2, 3, 1]",0.0,5,5,13,5,13,,shot_failed,True,0,0,5,4,6,4,7,2,8,2,8,3,5,13,6,13,7,12,8,13,10,13
28,152,"[2, 1, 1, 0, 1]",0.0,5,5,12,5,12,,not_applicable,False,0,0,5,2,6,2,6,3,8,4,9,4,5,12,6,13,7,13,8,13,10,13
28,153,"[4, 2, 1, 3, 0]",0.0,5,5,12,5,12,,shot_failed,True,0,0,5,1,6,1,6,4,7,4,9,5,5,12,6,12,7,13,8,13,9,13
29,154,"[0, 2, 3, 2, 2]",0.0,5,4,13,4,13,,not_applicable,False,0,0,5,2,6,2,7,4,8,4,10,3,4,13,6,12,7,13,8,12,9,12
29,155,"[1, 3, 1, 2, 3]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,2,7,2,6,4,7,4,10,2,5,13,6,13,8,13,8,11,9,13
