episode,step,action,reward,player_idx,player_row,player_col,ball_row,ball_col,shot,done,score_red,score_blue,prob_info,p0_row,p0_col,p1_row,p1_col,p2_row,p2_col,p3_row,p3_col,p4_row,p4_col,p5_row,p5_col,p6_row,p6_col,p7_row,p7_col,p8_row,p8_col,p9_row,p9_col
2,13,"[0, 1, 0, 3, 3]",0.0,6,8,12,8,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",8,3,4,4,7,6,10,6,6,3,4,13,8,12,5,13,10,13,8,11
2,14,"[0, 3, 2, 3, 1]",0.0,6,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",8,4,5,4,6,6,10,7,6,4,3,13,8,13,5,12,10,13,9,11
2,15,"[3, 0, 0, 2, 1]",0.0,6,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",9,4,5,5,6,5,9,7,6,3,3,13,7,13,4,12,10,12,10,11
2,16,"[3, 0, 2, 3, 1]",0.0,6,6,13,6,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",9,3,5,6,7,5,9,6,5,3,3,13,6,13,4,11,10,13,11,11
2,17,"[3, 4, 0, 3, 0]",0.0,6,6,13,6,13,shot_failed,True,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",10,3,5,5,7,4,9,5,5,4,3,13,6,13,3,11,10,13,10,11
3,18,"[3, 3, 2, 1, 1]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,5,3,6,3,8,2,9,2,5,13,6,13,7,12,8,13,10,13
3,19,"[5, 1, 2, 2, 1]",0.0,8,8,12,8,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,2,4,3,6,4,8,3,8,2,5,13,7,13,7,11,8,12,11,13
3,20,"[2, 2, 3, 2, 0]",0.0,8,8,11,8,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,5,3,6,3,7,3,8,1,5,12,7,12,7,11,8,11,10,13
3,21,"[3, 0, 0, 4, 0]",0.8115607500076294,8,8,11,8,11,shot_successful,True,3,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,2,5,4,6,4,6,3,9,1,5,13,6,12,6,11,8,11,9,13
4,22,"[3, 1, 3, 3, 1]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,6,4,7,4,8,4,8,3,5,13,6,13,7,13,8,13,10,13
4,23,"[2, 1, 0, 1, 3]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,3,5,4,7,5,8,5,9,3,5,12,6,13,7,13,9,13,10,13
4,24,"[1, 3, 0, 2, 3]",0.0,5,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,2,5,3,6,5,7,5,8,3,6,12,6,13,7,13,9,12,10,13
4,25,"[0, 2, 2, 3, 0]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,1,5,2,5,5,8,5,9,3,5,12,6,12,7,12,9,13,10,13
4,26,"[1, 1, 1, 1, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,1,5,1,5,4,8,4,9,4,5,12,6,12,8,12,9,13,11,13
4,27,"[3, 3, 2, 1, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,1,5,2,5,5,8,3,10,4,5,13,6,13,8,11,10,13,11,13
4,28,"[4, 2, 1, 2, 3]",0.0,5,5,13,5,13,shot_failed,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,2,5,3,4,5,8,2,11,4,5,13,6,12,9,11,10,12,11,13
5,29,"[0, 0, 2, 2, 2]",0.0,5,4,13,4,13,not_applicable,False,0,0,"{'base': np.float64(0.1978696081563825), 'final': np.float64(0.1978696081563825), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,5,3,7,4,8,2,10,3,4,13,5,13,7,12,8,12,9,12
5,30,"[0, 1, 0, 3, 3]",0.0,5,3,13,3,13,not_applicable,False,0,0,"{'base': np.float64(0.19091176472502752), 'final': np.float64(0.19091176472502752), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,5,4,8,4,9,2,10,4,3,13,6,13,6,12,8,13,9,13
5,31,"[4, 1, 1, 0, 2]",0.0,5,3,13,3,13,shot_failed,True,0,0,"{'base': np.float64(0.19091176472502752), 'final': np.float64(0.19091176472502752), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,5,3,8,5,8,2,9,4,3,13,7,13,7,12,8,13,9,12
6,32,"[4, 2, 2, 0, 0]",0.0,5,5,13,5,13,shot_failed,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,5,3,7,2,8,4,10,3,5,13,6,12,7,12,7,13,8,13
7,33,"[2, 0, 1, 1, 3]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,2,6,3,8,4,9,2,5,12,5,13,7,13,8,13,9,13
7,34,"[3, 3, 3, 2, 2]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,7,2,5,3,7,4,9,3,5,12,5,13,7,13,8,12,9,12
7,35,"[4, 0, 0, 2, 3]",0.6977306604385376,5,5,12,5,12,shot_successful,True,3,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,8,2,5,4,8,4,10,3,5,12,4,13,6,13,8,11,9,13
8,36,"[5, 3, 0, 0, 0]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,4,7,2,7,3,10,3,5,13,6,13,7,13,8,13,9,13
8,37,"[3, 0, 3, 2, 1]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,5,6,5,8,2,6,3,10,4,5,13,6,13,7,13,8,12,10,13
8,38,"[3, 3, 1, 1, 2]",0.0,7,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,5,6,6,8,1,7,3,9,4,5,13,6,13,8,13,9,12,10,12
8,39,"[2, 3, 3, 0, 0]",0.0,7,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,6,7,8,2,7,4,10,4,5,12,6,13,8,13,8,12,9,12
8,40,"[1, 0, 0, 3, 2]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,4,5,7,8,1,7,3,9,4,6,12,5,13,7,13,8,13,9,11
8,41,"[3, 0, 0, 0, 3]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,3,6,7,9,1,7,2,8,4,6,13,4,13,7,13,8,13,9,12
8,42,"[0, 1, 5, 2, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,7,7,8,1,6,2,7,4,5,13,4,13,7,13,8,12,9,13
8,43,"[4, 0, 2, 2, 0]",0.0,5,5,13,5,13,shot_failed,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,6,7,8,0,5,2,6,4,5,13,3,13,7,12,8,11,8,13
9,44,"[1, 0, 2, 1, 1]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,6,4,7,4,7,3,9,2,5,13,6,13,7,12,8,13,10,13
9,45,"[1, 0, 2, 2, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,1,6,3,7,5,7,4,9,3,5,13,6,13,7,11,8,12,10,13
9,46,"[2, 0, 0, 0, 3]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,1,7,3,8,5,8,4,8,3,5,12,5,13,6,11,7,12,10,13
9,47,"[1, 1, 2, 3, 2]",0.0,5,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,1,7,4,9,5,9,4,7,3,6,12,6,13,6,10,7,13,10,12
9,48,"[3, 3, 3, 3, 0]",0.0,5,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,1,6,4,9,6,9,5,6,3,6,12,6,13,6,11,7,13,9,12
9,49,"[1, 0, 2, 1, 2]",0.0,5,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,1,6,5,8,6,8,5,6,2,7,12,5,13,6,10,8,13,9,11
9,50,"[1, 1, 3, 2, 0]",0.0,5,8,12,8,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,0,6,6,8,7,7,5,5,2,8,12,6,13,6,11,8,13,8,11
9,51,"[5, 2, 3, 1, 2]",0.0,6,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,1,5,6,8,8,7,4,5,3,8,12,6,12,6,11,9,13,8,10
9,52,"[0, 5, 1, 0, 2]",0.0,5,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,2,4,6,9,8,7,5,5,4,7,12,6,12,7,11,8,13,8,9
9,53,"[4, 0, 0, 3, 3]",-1.0,5,7,12,7,12,intercepted_shot,True,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,2,4,6,9,8,7,5,5,4,7,12,6,12,7,11,8,13,8,9
10,54,"[5, 2, 3, 0, 2]",0.0,6,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,2,6,3,8,2,8,3,5,13,6,12,7,13,8,13,9,12
10,55,"[1, 2, 0, 2, 3]",0.0,6,6,11,6,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,4,7,2,7,3,8,1,8,2,6,13,6,11,7,13,8,12,9,13
10,56,"[1, 3, 1, 1, 2]",0.0,6,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,7,1,7,4,8,0,8,3,6,13,6,12,8,13,9,12,9,13
10,57,"[2, 3, 3, 0, 2]",0.0,6,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,5,8,1,7,3,9,0,8,2,6,13,6,12,8,13,8,12,9,12
10,58,"[3, 2, 3, 0, 0]",0.0,6,6,11,6,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,5,9,1,7,2,8,0,8,1,6,13,6,11,8,13,7,12,8,12
10,59,"[1, 4, 0, 1, 2]",0.0,6,6,11,6,11,shot_failed,True,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,5,9,0,7,3,8,0,9,1,7,13,6,11,8,13,7,12,8,11
11,60,"[5, 2, 2, 1, 3]",0.0,8,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,6,2,7,4,7,3,9,2,5,13,6,12,7,12,8,13,9,13
11,61,"[3, 3, 0, 1, 2]",0.0,8,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,6,3,6,4,7,4,8,2,5,13,6,13,6,12,8,13,9,12
11,62,"[2, 0, 3, 5, 3]",0.0,9,9,13,9,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,5,3,6,5,6,4,8,3,5,12,5,13,6,13,8,13,9,13
11,63,"[1, 1, 3, 1, 4]",0.0,9,9,13,9,13,shot_failed,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,2,5,2,7,5,7,4,8,4,6,12,5,13,6,13,8,13,9,13
12,64,"[4, 0, 3, 0, 2]",0.6092534065246582,5,5,13,5,13,shot_successful,True,3,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,2,7,2,8,2,8,3,5,13,6,13,7,13,8,13,9,12
13,65,"[0, 3, 1, 3, 2]",0.0,5,4,13,4,13,not_applicable,False,0,0,"{'base': np.float64(0.1978696081563825), 'final': np.float64(0.1978696081563825), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,5,3,6,3,8,4,9,2,4,13,6,13,7,13,8,13,9,12
13,66,"[1, 2, 2, 1, 0]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,2,4,3,6,4,7,4,9,1,5,13,6,12,7,12,9,13,8,12
13,67,"[2, 0, 3, 1, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,5,3,5,4,6,4,9,2,5,12,6,12,7,13,10,13,9,12
13,68,"[1, 0, 0, 2, 2]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,2,6,3,5,5,5,4,9,1,5,12,6,12,6,13,10,12,9,11
13,69,"[5, 2, 1, 0, 3]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,2,6,2,6,5,5,5,10,1,5,12,6,11,7,13,9,12,9,11
13,70,"[0, 0, 5, 2, 1]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': np.float64(0.22618655352128306), 'final': np.float64(0.22618655352128306), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,3,7,2,6,6,5,4,9,1,4,12,5,11,7,13,9,12,10,11
13,71,"[1, 2, 2, 3, 2]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,3,7,1,7,6,5,5,9,2,5,12,5,10,7,12,9,13,10,10
13,72,"[5, 2, 3, 1, 1]",0.0,8,10,13,10,13,not_applicable,False,0,0,"{'base': np.float64(0.1978696081563825), 'final': np.float64(0.1978696081563825), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,3,8,1,6,6,6,5,9,1,5,12,5,9,7,13,10,13,11,10
13,73,"[3, 0, 0, 1, 1]",0.0,8,11,13,11,13,not_applicable,False,0,0,"{'base': np.float64(0.19091176472502752), 'final': np.float64(0.19091176472502752), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,3,8,2,5,6,5,5,10,1,5,13,4,9,6,13,11,13,12,10
13,74,"[3, 3, 3, 5, 2]",0.0,6,4,10,4,10,not_applicable,False,0,0,"{'base': np.float64(0.2929988426926755), 'final': np.float64(0.2929988426926755), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,4,8,1,4,6,5,4,10,2,5,13,4,10,6,13,11,13,12,9
13,75,"[3, 4, 2, 3, 2]",0.0,6,4,10,4,10,shot_failed,True,0,0,"{'base': np.float64(0.2929988426926755), 'final': np.float64(0.2929988426926755), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,3,9,1,4,5,4,4,11,2,5,13,4,10,6,12,11,13,12,8
14,76,"[2, 3, 1, 3, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,6,2,6,3,8,4,10,3,5,12,6,13,7,13,8,13,10,13
14,77,"[4, 0, 2, 3, 0]",0.0,5,5,12,5,12,shot_failed,True,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,5,2,7,3,7,4,10,4,5,12,5,13,7,12,8,13,9,13
15,78,"[5, 1, 0, 2, 3]",0.0,9,9,13,9,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,2,7,4,8,2,9,4,5,13,6,13,7,13,8,12,9,13
15,79,"[2, 3, 1, 3, 5]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,7,2,6,4,8,1,10,4,5,12,6,13,8,13,8,12,9,13
15,80,"[1, 0, 1, 3, 0]",0.0,5,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,8,2,6,3,9,1,9,4,6,12,5,13,8,13,8,12,9,13
15,81,"[5, 2, 3, 1, 2]",-1.0,5,6,12,6,12,intercepted_pass,True,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,8,2,6,3,9,1,9,4,6,12,5,13,8,13,8,12,9,13
16,82,"[3, 2, 1, 2, 2]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,5,3,7,4,7,3,8,3,5,13,6,12,7,13,8,12,9,12
16,83,"[1, 1, 0, 2, 3]",0.0,5,6,13,6,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,6,3,7,5,7,4,9,3,6,13,7,12,7,13,8,11,9,13
16,84,"[2, 0, 3, 0, 1]",0.0,5,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,6,2,8,5,7,5,8,3,6,12,7,12,7,13,7,11,10,13
16,85,"[2, 1, 1, 0, 3]",0.0,5,6,11,6,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,3,7,2,9,5,7,4,8,4,6,11,8,12,8,13,7,11,10,13
16,86,"[1, 0, 0, 3, 0]",0.0,5,6,11,6,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,4,7,1,8,5,6,4,7,4,6,11,7,12,7,13,7,11,9,13
16,87,"[4, 0, 1, 2, 3]",0.8115607500076294,5,6,11,6,11,shot_successful,True,3,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,4,6,1,7,5,6,3,7,3,6,11,6,12,8,13,7,10,9,13
17,88,"[0, 0, 2, 0, 2]",0.0,5,4,13,4,13,not_applicable,False,0,0,"{'base': np.float64(0.1978696081563825), 'final': np.float64(0.1978696081563825), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,5,3,7,2,8,2,9,4,4,13,5,13,7,12,7,13,9,12
17,89,"[0, 1, 0, 1, 2]",0.0,5,3,13,3,13,not_applicable,False,0,0,"{'base': np.float64(0.19091176472502752), 'final': np.float64(0.19091176472502752), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,4,6,3,6,2,8,1,9,5,3,13,6,13,6,12,8,13,9,11
