episode,step,action,reward,player_idx,player_row,player_col,ball_row,ball_col,probability,shot,done,score_red,score_blue,p0_row,p0_col,p1_row,p1_col,p2_row,p2_col,p3_row,p3_col,p4_row,p4_col,p5_row,p5_col,p6_row,p6_col,p7_row,p7_col,p8_row,p8_col,p9_row,p9_col
8,32,"[3, 1, 1, 1, 0]",0.0,9,5,12,5,12,,not_applicable,False,0,0,3,4,5,1,8,7,9,1,11,0,3,13,7,13,9,13,8,12,5,12
8,33,"[0, 2, 1, 2, 5]",0.0,7,10,13,10,13,,not_applicable,False,0,0,3,3,4,1,9,7,10,1,11,1,2,13,7,12,10,13,8,11,5,12
8,34,"[1, 3, 0, 2, 3]",0.0,7,9,13,9,13,,not_applicable,False,0,0,4,3,3,1,10,7,9,1,10,1,3,13,7,13,9,13,8,10,5,13
8,35,"[1, 0, 1, 1, 1]",0.0,7,10,13,10,13,,not_applicable,False,0,0,3,3,2,1,11,7,8,1,11,1,4,13,6,13,10,13,9,10,5,13
8,36,"[2, 3, 3, 0, 2]",0.0,7,10,13,10,13,,not_applicable,False,0,0,3,4,3,1,11,6,7,1,12,1,4,12,6,13,10,13,8,10,5,12
8,37,"[1, 0, 0, 1, 1]",0.0,7,9,13,9,13,,not_applicable,False,0,0,3,5,3,2,12,6,8,1,12,0,4,12,5,13,9,13,9,10,6,12
8,38,"[2, 3, 1, 2, 0]",0.0,7,10,13,10,13,,not_applicable,False,0,0,4,5,3,3,13,6,8,0,12,1,4,11,5,13,10,13,9,9,5,12
8,39,"[0, 0, 4, 0, 1]",0.0,7,10,13,10,13,,shot_failed,True,0,0,5,5,3,4,13,5,9,0,11,1,3,11,4,13,10,13,8,9,6,12
9,40,"[5, 3, 2, 3, 1]",0.0,6,6,13,6,13,,not_applicable,False,0,0,5,4,6,2,6,3,8,2,8,3,5,13,6,13,7,12,8,13,10,13
9,41,"[3, 1, 2, 3, 0]",0.0,6,7,13,7,13,,not_applicable,False,0,0,5,3,6,1,6,2,7,2,7,3,5,13,7,13,7,11,8,13,9,13
9,42,"[2, 2, 0, 2, 0]",0.0,6,7,12,7,12,,not_applicable,False,0,0,5,4,5,1,5,2,8,2,6,3,5,12,7,12,6,11,8,12,8,13
9,43,"[1, 3, 2, 1, 3]",0.0,6,7,13,7,13,,not_applicable,False,0,0,5,3,5,0,4,2,8,3,7,3,6,12,7,13,6,10,9,12,8,13
9,44,"[0, 1, 2, 0, 0]",0.0,6,7,13,7,13,,not_applicable,False,0,0,5,2,6,0,3,2,8,4,7,4,5,12,7,13,6,9,8,12,8,13
9,45,"[3, 5, 1, 3, 3]",0.0,7,7,9,7,9,,not_applicable,False,0,0,4,2,6,1,2,2,8,3,7,3,5,13,7,13,7,9,8,12,8,13
9,46,"[2, 2, 5, 3, 0]",0.0,8,8,12,8,12,,not_applicable,False,0,0,3,2,6,0,2,3,8,4,6,3,5,12,7,12,7,9,8,12,7,13
9,47,"[3, 1, 2, 1, 2]",0.0,8,9,12,9,12,,not_applicable,False,0,0,4,2,5,0,1,3,8,3,6,2,5,13,7,12,7,8,9,12,7,13
9,48,"[0, 1, 2, 0, 1]",0.0,8,9,12,9,12,,not_applicable,False,0,0,4,3,4,0,1,2,8,2,6,1,4,13,8,12,7,7,9,12,8,13
9,49,"[0, 3, 3, 1, 0]",0.0,8,10,12,10,12,,not_applicable,False,0,0,4,4,3,0,0,2,8,1,6,0,3,13,8,12,7,8,10,12,7,13
9,50,"[2, 0, 3, 1, 3]",0.0,8,11,12,11,12,,not_applicable,False,0,0,5,4,3,1,0,3,7,1,6,1,3,12,7,12,7,9,11,12,7,13
9,51,"[0, 3, 0, 1, 2]",0.0,8,12,12,12,12,,not_applicable,False,0,0,4,4,2,1,0,4,7,2,6,0,2,12,7,12,6,9,12,12,7,13
9,52,"[1, 1, 3, 4, 2]",0.0,8,12,12,12,12,,shot_failed,True,0,0,4,3,1,1,0,3,7,1,6,1,3,12,8,12,6,10,12,12,7,12
10,53,"[5, 1, 2, 3, 3]",0.0,9,9,13,9,13,,not_applicable,False,0,0,4,3,6,2,6,3,7,3,8,3,5,13,6,13,7,12,8,13,9,13
10,54,"[3, 0, 3, 2, 5]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,4,5,2,6,2,6,3,9,3,5,13,6,13,7,13,8,12,9,13
10,55,"[4, 3, 1, 0, 1]",0.0,5,5,13,5,13,,shot_failed,True,0,0,3,4,5,3,6,1,7,3,8,3,5,13,6,13,8,13,7,12,10,13
11,56,"[2, 0, 0, 3, 2]",0.0,5,5,12,5,12,,not_applicable,False,0,0,5,2,6,4,6,3,7,3,10,3,5,12,5,13,6,13,8,13,9,12
11,57,"[0, 3, 0, 2, 0]",0.0,5,4,12,4,12,,not_applicable,False,0,0,4,2,7,4,6,4,6,3,11,3,4,12,5,13,6,13,8,12,9,12
11,58,"[2, 2, 2, 1, 3]",0.0,5,4,11,4,11,,not_applicable,False,0,0,3,2,7,5,6,5,7,3,11,2,4,11,5,12,6,12,8,12,9,13
11,59,"[0, 3, 3, 0, 0]",0.0,5,3,11,3,11,,not_applicable,False,0,0,3,1,7,6,7,5,6,3,12,2,3,11,5,13,6,13,7,12,8,13
11,60,"[0, 3, 1, 3, 2]",0.0,5,2,11,2,11,,not_applicable,False,0,0,3,0,8,6,7,4,6,4,12,3,2,11,5,13,7,13,7,12,8,12
11,61,"[5, 2, 1, 1, 1]",0.0,7,8,13,8,13,,not_applicable,False,0,0,3,1,7,6,7,5,6,5,12,2,2,11,5,12,8,13,7,12,9,12
11,62,"[1, 2, 1, 0, 2]",0.0,7,9,13,9,13,,not_applicable,False,0,0,2,1,8,6,7,4,7,5,12,1,3,11,5,11,9,13,6,12,9,11
11,63,"[0, 3, 5, 2, 1]",0.0,8,6,11,6,11,,not_applicable,False,0,0,2,0,8,5,6,4,6,5,13,1,2,11,5,12,9,13,6,11,10,11
11,64,"[2, 1, 0, 4, 2]",0.0,8,6,11,6,11,,shot_failed,True,0,0,1,0,7,5,6,3,6,4,14,1,2,10,6,12,8,13,6,11,10,10
12,65,"[5, 1, 2, 1, 1]",0.0,8,8,13,8,13,,not_applicable,False,0,0,5,4,6,4,7,4,8,2,10,3,5,13,6,13,7,12,8,13,10,13
12,66,"[1, 2, 0, 0, 3]",0.0,8,7,13,7,13,,not_applicable,False,0,0,5,3,6,5,8,4,8,3,10,2,5,13,6,12,7,12,7,13,10,13
12,67,"[3, 3, 0, 5, 0]",0.0,6,6,13,6,13,,not_applicable,False,0,0,5,4,7,5,8,5,8,4,11,2,5,13,6,13,6,12,7,13,9,13
12,68,"[3, 2, 2, 2, 3]",0.0,6,6,13,6,13,,not_applicable,False,0,0,5,3,7,4,7,5,8,5,11,3,5,13,6,13,6,11,7,12,9,13
12,69,"[2, 4, 1, 0, 0]",0.0,6,6,13,6,13,,shot_failed,True,0,0,4,3,6,4,7,6,8,6,10,3,5,12,6,13,7,11,6,12,8,13
13,70,"[3, 3, 1, 3, 0]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,4,6,4,7,2,7,3,8,3,5,13,6,13,7,13,8,13,9,13
13,71,"[1, 1, 1, 3, 0]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,4,6,5,6,2,7,4,7,3,5,13,6,13,7,13,8,13,9,13
13,72,"[3, 0, 3, 0, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,4,3,5,5,5,2,8,4,6,3,5,13,6,13,7,13,8,13,10,13
13,73,"[5, 2, 3, 2, 2]",0.0,6,6,12,6,12,,not_applicable,False,0,0,3,3,5,4,5,3,9,4,7,3,5,13,6,12,7,13,8,12,10,12
13,74,"[3, 1, 2, 2, 3]",0.0,6,7,12,7,12,,not_applicable,False,0,0,2,3,4,4,4,3,10,4,8,3,5,13,7,12,7,13,8,11,10,13
13,75,"[2, 5, 3, 2, 3]",0.0,5,5,12,5,12,,not_applicable,False,0,0,3,3,4,5,4,2,10,3,9,3,5,12,7,12,7,13,8,10,10,13
13,76,"[0, 0, 2, 1, 2]",0.0,5,4,12,4,12,,not_applicable,False,0,0,3,2,4,4,4,3,11,3,9,2,4,12,6,12,7,12,9,10,10,12
13,77,"[3, 2, 3, 3, 0]",0.0,5,4,13,4,13,,not_applicable,False,0,0,3,3,3,4,5,3,11,2,9,3,4,13,6,11,7,13,9,11,9,12
13,78,"[2, 3, 1, 1, 3]",0.0,5,4,12,4,12,,not_applicable,False,0,0,2,3,2,4,5,2,11,1,9,4,4,12,6,12,8,13,10,11,9,13
13,79,"[3, 2, 0, 1, 3]",0.0,5,4,13,4,13,,not_applicable,False,0,0,3,3,2,5,5,3,12,1,8,4,4,13,6,11,7,13,11,11,9,13
13,80,"[3, 2, 0, 1, 1]",0.0,5,4,13,4,13,,not_applicable,False,0,0,2,3,2,6,5,2,11,1,8,3,4,13,6,10,6,13,12,11,10,13
13,81,"[0, 3, 1, 0, 2]",0.0,5,3,13,3,13,,not_applicable,False,0,0,2,4,2,5,6,2,12,1,8,2,3,13,6,11,7,13,11,11,10,12
13,82,"[5, 1, 2, 1, 1]",0.0,6,7,11,7,11,,not_applicable,False,0,0,1,4,3,5,6,3,12,2,8,1,3,13,7,11,7,12,12,11,11,12
13,83,"[3, 5, 3, 2, 2]",0.0,7,7,13,7,13,,not_applicable,False,0,0,2,4,3,4,5,3,13,2,8,2,3,13,7,11,7,13,12,10,11,11
13,84,"[1, 2, 5, 3, 3]",0.0,8,12,11,12,11,,not_applicable,False,0,0,2,3,2,4,5,2,13,1,8,3,4,13,7,10,7,13,12,11,11,12
13,85,"[1, 0, 2, 2, 2]",0.0,8,12,10,12,10,,not_applicable,False,0,0,3,3,3,4,5,1,13,2,8,4,5,13,6,10,7,12,12,10,11,11
13,86,"[1, 0, 0, 5, 1]",0.0,7,6,12,6,12,,not_applicable,False,0,0,2,3,2,4,5,2,14,2,9,4,6,13,5,10,6,12,12,10,12,11
13,87,"[3, 2, 0, 2, 1]",0.0,7,5,12,5,12,,not_applicable,False,0,0,2,2,2,5,5,1,13,2,10,4,6,13,5,9,5,12,12,9,13,11
13,88,"[3, 0, 1, 3, 2]",0.0,7,6,12,6,12,,not_applicable,False,0,0,3,2,3,5,6,1,12,2,10,3,6,13,4,9,6,12,12,10,13,10
13,89,"[1, 2, 1, 1, 2]",0.0,7,7,12,7,12,,not_applicable,False,0,0,2,2,2,5,6,2,11,2,9,3,7,13,4,8,7,12,12,10,13,9
13,90,"[0, 3, 5, 1, 1]",0.0,5,6,13,6,13,,not_applicable,False,0,0,3,2,2,4,5,2,12,2,9,4,6,13,4,9,7,12,13,10,14,9
13,91,"[3, 2, 1, 2, 2]",0.0,5,6,13,6,13,,not_applicable,False,0,0,3,1,1,4,4,2,13,2,9,3,6,13,4,8,8,12,13,9,14,8
13,92,"[0, 1, 3, 3, 3]",0.0,5,5,13,5,13,,not_applicable,False,0,0,3,0,0,4,5,2,13,1,9,2,5,13,5,8,8,13,13,10,14,9
13,93,"[5, 0, 3, 2, 0]",0.0,8,13,9,13,9,,not_applicable,False,0,0,4,0,0,5,5,1,13,0,10,2,5,13,4,8,8,13,13,9,14,9
13,94,"[2, 2, 0, 5, 3]",0.0,5,5,12,5,12,,not_applicable,False,0,0,3,0,0,6,5,2,12,0,9,2,5,12,4,7,7,13,13,9,14,10
13,95,"[5, 3, 2, 2, 0]",0.0,6,4,8,4,8,,not_applicable,False,0,0,3,1,0,5,6,2,11,0,10,2,5,12,4,8,7,12,13,8,13,10
13,96,"[3, 2, 2, 1, 2]",0.0,6,4,7,4,7,,not_applicable,False,0,0,2,1,1,5,6,3,12,0,11,2,5,13,4,7,7,11,14,8,13,9
13,97,"[2, 0, 1, 2, 0]",0.0,6,3,7,3,7,,not_applicable,False,0,0,2,2,0,5,5,3,12,1,12,2,5,12,3,7,8,11,14,7,12,9
13,98,"[2, 3, 1, 0, 0]",0.0,6,3,8,3,8,,not_applicable,False,0,0,1,2,0,4,5,2,11,1,12,3,5,11,3,8,9,11,13,7,11,9
13,99,"[0, 1, 1, 1, 3]",0.0,6,4,8,4,8,,not_applicable,False,0,0,1,3,1,4,6,2,11,2,12,2,4,11,4,8,10,11,14,7,11,10
13,100,"[1, 0, 3, 1, 2]",0.0,6,3,8,3,8,,not_applicable,False,0,0,2,3,1,3,6,1,11,1,11,2,5,11,3,8,10,12,14,7,11,9
13,101,"[2, 5, 0, 3, 3]",0.0,9,11,10,11,10,,not_applicable,False,0,0,3,3,1,2,6,0,10,1,11,3,5,10,3,8,9,12,14,8,11,10
13,102,"[2, 1, 0, 0, 5]",0.0,5,5,9,5,9,,not_applicable,False,0,0,3,4,2,2,5,0,10,0,12,3,5,9,4,8,8,12,13,8,11,10
13,103,"[5, 0, 0, 2, 2]",0.0,6,3,8,3,8,,not_applicable,False,0,0,3,5,2,1,5,1,11,0,12,4,5,9,3,8,7,12,13,7,11,9
13,104,"[0, 2, 2, 1, 3]",0.0,6,3,7,3,7,,not_applicable,False,0,0,4,5,2,2,6,1,11,1,12,5,4,9,3,7,7,11,14,7,11,10
13,105,"[3, 3, 0, 3, 2]",0.0,6,3,8,3,8,,not_applicable,False,0,0,4,4,2,3,6,0,11,0,13,5,4,10,3,8,6,11,14,8,11,9
13,106,"[1, 2, 3, 3, 1]",0.0,6,3,7,3,7,,not_applicable,False,0,0,3,4,1,3,5,0,10,0,13,6,5,10,3,7,6,12,14,9,12,9
13,107,"[3, 1, 2, 3, 3]",0.0,6,4,7,4,7,,not_applicable,False,0,0,3,3,1,2,6,0,10,1,12,6,5,11,4,7,6,11,14,10,12,10
13,108,"[1, 4, 1, 3, 0]",1.2599999904632568,6,4,7,4,7,,shot_successful,True,3,0,4,3,0,2,6,1,11,1,11,6,5,11,4,7,7,11,14,11,11,10
14,109,"[4, 1, 3, 0, 1]",0.0,5,5,13,5,13,,shot_failed,True,0,0,5,4,6,4,7,4,8,2,10,3,5,13,6,13,7,13,8,13,10,13
15,110,"[2, 2, 1, 1, 0]",0.0,5,5,12,5,12,,not_applicable,False,0,0,5,4,5,3,7,4,8,4,9,2,5,12,6,12,7,13,8,13,9,13
15,111,"[1, 0, 0, 0, 2]",0.0,5,5,12,5,12,,not_applicable,False,0,0,4,4,6,3,7,5,8,3,9,3,5,12,6,12,6,13,7,13,9,12
15,112,"[4, 1, 3, 3, 2]",0.0,5,5,12,5,12,,shot_failed,True,0,0,4,5,6,2,6,5,8,4,8,3,5,12,7,12,6,13,7,13,9,11
16,113,"[1, 2, 0, 2, 1]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,2,6,4,6,3,8,2,9,4,5,13,6,12,6,13,8,12,10,13
16,114,"[3, 2, 2, 0, 3]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,1,5,4,6,4,8,3,9,3,5,13,6,11,6,12,7,12,10,13
16,115,"[4, 2, 0, 2, 0]",0.6000000238418579,5,5,13,5,13,,shot_successful,True,3,0,4,1,5,5,5,4,7,3,9,4,5,13,6,10,5,12,7,11,9,13
17,116,"[3, 0, 0, 1, 0]",0.0,5,5,13,5,13,,not_applicable,False,0,0,5,4,5,3,6,3,7,3,9,2,5,13,6,13,7,13,8,13,9,13
17,117,"[0, 2, 2, 1, 3]",0.0,5,4,13,4,13,,not_applicable,False,0,0,4,4,4,3,6,2,8,3,9,1,4,13,6,12,7,12,8,13,9,13
17,118,"[4, 2, 3, 3, 3]",0.0,5,4,13,4,13,,shot_failed,True,0,0,3,4,3,3,6,3,7,3,8,1,4,13,6,11,7,13,8,13,9,13
18,119,"[4, 0, 0, 0, 3]",0.6000000238418579,5,5,13,5,13,,shot_successful,True,3,0,4,3,6,4,7,4,8,2,10,3,5,13,6,13,7,13,8,13,9,13
19,120,"[5, 2, 0, 3, 3]",0.0,8,8,13,8,13,,not_applicable,False,0,0,5,2,6,2,7,2,8,2,10,3,5,13,6,12,6,13,8,13,9,13
19,121,"[3, 1, 0, 2, 2]",0.0,8,8,12,8,12,,not_applicable,False,0,0,5,1,6,1,7,1,8,3,11,3,5,13,7,12,6,13,8,12,9,12
19,122,"[1, 0, 2, 3, 2]",0.0,8,8,13,8,13,,not_applicable,False,0,0,5,0,6,2,7,2,7,3,10,3,5,13,6,12,6,13,8,13,9,11
19,123,"[3, 3, 0, 5, 3]",0.0,9,9,12,9,12,,not_applicable,False,0,0,4,0,5,2,6,2,7,4,10,4,5,13,6,12,6,13,8,13,9,12
19,124,"[2, 1, 2, 1, 4]",0.0,9,9,12,9,12,,shot_failed,True,0,0,4,1,4,2,6,3,7,3,11,4,5,12,7,12,6,12,9,13,9,12
20,125,"[2, 3, 2, 0, 0]",0.0,5,5,12,5,12,,not_applicable,False,0,0,4,3,6,2,6,3,8,2,10,3,5,12,6,13,7,12,7,13,8,13
20,126,"[5, 0, 3, 2, 0]",0.0,6,5,13,5,13,,not_applicable,False,0,0,5,3,6,1,6,4,9,2,10,4,5,12,5,13,7,12,7,13,8,13
20,127,"[0, 0, 1, 1, 0]",0.0,6,4,13,4,13,,not_applicable,False,0,0,4,3,6,2,7,4,10,2,11,4,4,12,4,13,8,12,7,13,8,13
20,128,"[3, 3, 1, 0, 2]",0.0,6,4,13,4,13,,not_applicable,False,0,0,4,4,7,2,8,4,9,2,10,4,4,12,4,13,9,12,6,13,8,12
20,129,"[1, 0, 0, 0, 1]",0.0,6,3,13,3,13,,not_applicable,False,0,0,3,4,8,2,7,4,9,1,10,5,5,12,3,13,9,12,5,13,8,12
20,130,"[3, 0, 2, 2, 3]",0.0,6,2,13,2,13,,not_applicable,False,0,0,3,3,8,1,6,4,10,1,10,6,5,12,2,13,9,11,5,13,8,13
20,131,"[0, 5, 2, 2, 0]",0.0,8,5,12,5,12,,not_applicable,False,0,0,3,4,7,1,7,4,10,2,10,7,4,12,2,13,9,10,5,12,7,13
20,132,"[3, 3, 0, 4, 2]",0.0,8,5,12,5,12,,shot_failed,True,0,0,3,3,6,1,7,3,9,2,10,8,4,13,2,13,8,10,5,12,7,12
21,133,"[4, 3, 1, 0, 3]",0.0,5,5,13,5,13,,shot_failed,True,0,0,5,4,5,3,7,2,8,2,8,3,5,13,6,13,7,13,8,13,9,13
22,134,"[5, 3, 2, 0, 2]",0.0,8,7,13,7,13,,not_applicable,False,0,0,5,4,6,4,6,3,7,3,9,2,5,13,6,13,7,12,7,13,9,12
22,135,"[2, 0, 3, 0, 0]",0.0,8,6,13,6,13,,not_applicable,False,0,0,4,4,5,4,6,2,6,3,8,2,5,12,5,13,7,12,6,13,8,12
22,136,"[1, 3, 0, 2, 2]",0.0,8,6,13,6,13,,not_applicable,False,0,0,4,5,5,5,6,1,5,3,9,2,6,12,5,13,7,12,6,13,8,11
22,137,"[2, 0, 0, 3, 1]",0.0,8,6,13,6,13,,not_applicable,False,0,0,3,5,5,4,7,1,5,2,9,1,6,11,4,13,6,12,6,13,9,11
22,138,"[0, 1, 1, 1, 1]",0.0,8,7,13,7,13,,not_applicable,False,0,0,3,6,4,4,8,1,6,2,10,1,5,11,5,13,7,12,7,13,10,11
22,139,"[1, 2, 2, 5, 1]",0.0,7,7,11,7,11,,not_applicable,False,0,0,3,5,4,3,9,1,6,3,10,2,6,11,5,12,7,11,7,13,11,11
22,140,"[2, 2, 4, 3, 2]",0.8100000023841858,7,7,11,7,11,,shot_successful,True,3,0,4,5,3,3,9,2,5,3,10,3,6,10,5,11,7,11,7,13,11,10
23,141,"[5, 1, 0, 0, 2]",0.0,8,8,13,8,13,,not_applicable,False,0,0,5,4,6,2,6,3,8,4,8,3,5,13,6,13,7,13,8,13,9,12
23,142,"[0, 3, 1, 2, 2]",0.0,8,8,12,8,12,,not_applicable,False,0,0,4,4,5,2,7,3,8,5,8,2,4,13,6,13,7,13,8,12,9,11
23,143,"[2, 0, 0, 2, 1]",0.0,8,8,11,8,11,,not_applicable,False,0,0,5,4,4,2,6,3,7,5,9,2,4,12,5,13,6,13,8,11,10,11
23,144,"[1, 2, 3, 3, 0]",0.0,8,8,12,8,12,,not_applicable,False,0,0,5,5,5,2,5,3,8,5,9,1,5,12,5,13,6,13,8,12,9,11
23,145,"[2, 3, 1, 2, 1]",0.0,8,8,11,8,11,,not_applicable,False,0,0,5,4,4,2,5,2,8,6,9,0,5,11,5,13,7,13,8,11,10,11
23,146,"[0, 3, 3, 0, 0]",0.0,8,7,11,7,11,,not_applicable,False,0,0,5,5,3,2,5,3,9,6,8,0,4,11,5,13,7,13,7,11,9,11
23,147,"[2, 2, 2, 2, 3]",0.0,8,7,10,7,10,,not_applicable,False,0,0,5,4,2,2,5,2,10,6,8,1,4,10,5,12,7,12,7,10,9,12
23,148,"[3, 1, 0, 1, 3]",0.0,8,8,10,8,10,,not_applicable,False,0,0,5,5,3,2,5,3,10,5,8,0,4,11,6,12,7,12,8,10,9,13
23,149,"[1, 3, 2, 2, 1]",0.0,8,8,9,8,9,,not_applicable,False,0,0,5,4,3,1,6,3,9,5,8,1,5,11,6,13,7,11,8,9,10,13
23,150,"[0, 3, 1, 1, 3]",0.0,8,9,9,9,9,,not_applicable,False,0,0,4,4,4,1,7,3,9,4,7,1,4,11,6,13,8,11,9,9,10,13
23,151,"[3, 3, 2, 0, 3]",0.0,8,8,9,8,9,,not_applicable,False,0,0,5,4,3,1,7,4,9,3,7,2,4,12,6,13,8,10,8,9,10,13
23,152,"[0, 3, 2, 3, 1]",0.0,8,8,9,8,9,,not_applicable,False,0,0,5,5,4,1,7,3,8,3,6,2,3,12,6,13,8,10,8,9,11,13
23,153,"[2, 3, 0, 2, 1]",0.0,8,8,8,8,8,,not_applicable,False,0,0,5,6,5,1,6,3,7,3,5,2,3,11,6,13,7,10,8,8,12,13
23,154,"[2, 1, 0, 3, 2]",0.0,8,8,9,8,9,,not_applicable,False,0,0,5,5,5,0,6,4,6,3,5,1,3,10,7,13,6,10,8,9,12,12
23,155,"[0, 2, 2, 2, 1]",0.0,8,8,8,8,8,,not_applicable,False,0,0,4,5,6,0,6,5,6,4,6,1,2,10,7,12,6,9,8,8,13,12
