episode,step,action,reward,player_idx,player_row,player_col,ball_row,ball_col,shot,done,score_red,score_blue,prob_info,player_name,p0_row,p0_col,p1_row,p1_col,p2_row,p2_col,p3_row,p3_col,p4_row,p4_col,p5_row,p5_col,p6_row,p6_col,p7_row,p7_col,p8_row,p8_col,p9_row,p9_col
0,1,"[3, 2, 2, 0, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,4,3,6,4,7,2,8,4,9,2,5,13,6,12,7,12,7,13,9,13
0,2,"[2, 2, 1, 1, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,4,4,7,4,8,2,8,5,9,3,5,12,6,11,8,12,8,13,10,13
0,3,"[0, 3, 1, 2, 3]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,4,5,7,5,9,2,9,5,8,3,4,12,6,12,9,12,8,12,10,13
0,4,"[5, 1, 2, 3, 1]",0.0,7,9,11,9,11,not_applicable,False,0,0,"{'base': 0.45, 'final': 0.45, 'penalty': 0, 'defense_count': 0, 'defenders': []}",norman_powell,4,6,6,5,9,3,10,5,8,4,4,12,7,12,9,11,8,13,11,13
0,5,"[0, 3, 5, 3, 2]",0.0,5,3,12,3,12,not_applicable,False,0,0,"{'base': 0.28, 'final': 0.28, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,5,6,7,5,10,3,9,5,8,5,3,12,7,13,9,11,8,13,11,12
0,6,"[3, 1, 2, 0, 2]",0.0,5,3,13,3,13,not_applicable,False,0,0,"{'base': 0.28, 'final': 0.28, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,5,5,7,6,10,2,9,4,7,5,3,13,7,13,9,10,8,13,11,11
0,7,"[5, 2, 0, 2, 2]",0.0,9,11,10,11,10,not_applicable,False,0,0,"{'base': 0.52, 'final': 0.52, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,6,5,8,6,10,1,9,5,7,6,3,13,7,12,8,10,8,12,11,10
0,8,"[1, 2, 3, 1, 5]",0.0,7,8,11,8,11,not_applicable,False,0,0,"{'base': 0.45, 'final': 0.45, 'penalty': 0, 'defense_count': 0, 'defenders': []}",norman_powell,5,5,8,5,11,1,9,4,7,7,4,13,7,11,8,11,9,12,11,10
0,9,"[2, 2, 5, 3, 0]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,4,5,7,5,11,2,9,3,7,6,4,12,7,10,8,11,9,13,10,10
0,10,"[2, 0, 0, 2, 1]",0.0,5,4,11,4,11,not_applicable,False,0,0,"{'base': 0.28, 'final': 0.28, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,4,4,6,5,12,2,9,2,7,7,4,11,6,10,7,11,9,12,11,10
0,11,"[5, 0, 1, 3, 2]",0.0,8,9,13,9,13,not_applicable,False,0,0,"{'base': 0.2, 'final': 0.2, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,5,4,5,5,13,2,10,2,6,7,4,11,5,10,8,11,9,13,11,9
0,12,"[2, 2, 3, 0, 2]",0.0,8,8,13,8,13,not_applicable,False,0,0,"{'base': 0.22, 'final': 0.22, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,6,4,5,6,12,2,10,1,6,8,4,10,5,9,8,12,8,13,11,8
0,13,"[1, 3, 2, 2, 3]",0.0,8,8,12,8,12,not_applicable,False,0,0,"{'base': 0.22, 'final': 0.22, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,6,3,5,7,11,2,9,1,5,8,5,10,5,9,8,11,8,12,11,9
0,14,"[0, 1, 2, 2, 1]",0.0,8,8,11,8,11,not_applicable,False,0,0,"{'base': 0.22, 'final': 0.22, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,5,3,5,6,11,1,9,2,5,7,4,10,6,9,8,10,8,11,12,9
0,15,"[0, 3, 1, 0, 3]",0.0,8,7,11,7,11,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,5,2,5,5,11,0,8,2,5,8,3,10,6,10,9,10,7,11,12,10
0,16,"[0, 3, 3, 4, 0]",0.7799999713897705,8,7,11,7,11,shot_successful,True,3,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,4,2,5,4,11,1,7,2,6,8,2,10,6,11,9,11,7,11,11,10
1,17,"[5, 3, 3, 1, 3]",0.0,6,6,13,6,13,not_applicable,False,0,0,"{'base': 0.42, 'final': 0.42, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kawhi_leonard,4,3,5,3,7,2,7,3,10,3,5,13,6,13,7,13,8,13,9,13
1,18,"[0, 3, 3, 3, 1]",0.0,6,6,13,6,13,not_applicable,False,0,0,"{'base': 0.42, 'final': 0.42, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kawhi_leonard,4,2,4,3,8,2,8,3,11,3,4,13,6,13,7,13,8,13,10,13
1,19,"[0, 2, 1, 2, 0]",0.0,6,6,12,6,12,not_applicable,False,0,0,"{'base': 0.42, 'final': 0.42, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kawhi_leonard,5,2,4,2,8,1,7,3,11,4,3,13,6,12,7,13,8,12,9,13
1,20,"[3, 2, 3, 1, 2]",0.0,6,6,11,6,11,not_applicable,False,0,0,"{'base': 0.42, 'final': 0.42, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kawhi_leonard,6,2,4,1,8,0,6,3,11,5,3,13,6,11,7,13,9,12,9,13
1,21,"[1, 5, 2, 2, 2]",0.0,8,9,11,9,11,not_applicable,False,0,0,"{'base': 0.2, 'final': 0.2, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,6,1,5,1,8,1,6,2,10,5,4,13,6,11,7,12,9,11,9,12
1,22,"[1, 0, 1, 5, 3]",0.0,9,9,13,9,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,6,0,5,0,8,0,6,1,10,4,5,13,5,11,8,12,9,11,9,13
1,23,"[0, 2, 3, 2, 2]",0.0,9,9,12,9,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,6,0,4,0,8,1,6,2,11,4,4,13,5,10,8,13,9,10,9,12
1,24,"[3, 2, 0, 2, 1]",0.0,9,10,12,10,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,5,0,4,1,7,1,5,2,11,5,4,13,5,9,7,13,9,9,10,12
1,25,"[3, 0, 2, 2, 2]",0.0,9,10,11,10,11,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,6,0,4,2,7,2,5,3,12,5,4,13,4,9,7,12,9,8,10,11
1,26,"[2, 2, 0, 3, 1]",0.0,9,11,11,11,11,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,6,1,3,2,6,2,5,2,11,5,4,12,4,8,6,12,9,9,11,11
1,27,"[1, 3, 2, 0, 3]",0.0,9,11,12,11,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,5,1,3,1,6,3,4,2,12,5,5,12,4,9,6,11,8,9,11,12
1,28,"[3, 2, 1, 0, 1]",0.0,9,12,12,12,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,6,1,2,1,6,4,4,3,13,5,5,13,4,8,7,11,7,9,12,12
1,29,"[2, 1, 1, 2, 3]",0.0,9,12,13,12,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,5,1,2,0,6,5,4,2,13,6,5,12,5,8,8,11,7,8,12,13
1,30,"[3, 2, 2, 2, 1]",0.0,9,13,13,13,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,5,0,2,1,7,5,5,2,13,7,5,13,5,7,8,10,7,7,13,13
1,31,"[1, 0, 0, 0, 1]",0.0,9,14,13,14,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,4,0,1,1,7,6,5,3,13,6,6,13,4,7,7,10,6,7,14,13
1,32,"[3, 3, 1, 0, 0]",0.0,9,13,13,13,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,3,0,1,0,8,6,6,3,13,7,6,13,4,8,8,10,5,7,13,13
1,33,"[0, 1, 2, 3, 1]",0.0,9,14,13,14,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,2,0,1,1,9,6,6,2,13,8,5,13,5,8,8,9,5,7,14,13
1,34,"[3, 1, 0, 2, 1]",0.0,9,14,13,14,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,2,1,1,0,9,7,6,1,12,8,5,13,6,8,7,9,5,6,14,13
1,35,"[0, 2, 2, 0, 0]",0.0,9,13,13,13,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,3,1,2,0,10,7,6,0,11,8,4,13,6,7,7,8,4,6,13,13
1,36,"[2, 2, 0, 0, 2]",0.0,9,13,12,13,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,3,0,1,0,10,8,6,1,12,8,4,12,6,6,6,8,3,6,13,12
1,37,"[0, 1, 0, 1, 0]",0.0,9,12,12,12,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,3,1,0,0,11,8,6,0,13,8,3,12,7,6,5,8,4,6,12,12
1,38,"[1, 0, 1, 3, 1]",0.0,9,13,12,13,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,3,0,1,0,11,9,5,0,13,7,4,12,6,6,6,8,4,7,13,12
1,39,"[0, 3, 0, 1, 0]",0.0,9,12,12,12,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,4,0,0,0,10,9,5,1,13,8,3,12,6,7,5,8,5,7,12,12
1,40,"[0, 2, 1, 3, 0]",0.0,9,11,12,11,12,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,4,1,0,1,10,8,5,0,13,9,2,12,6,6,6,8,5,8,11,12
1,41,"[0, 1, 1, 1, 3]",0.0,9,11,13,11,13,not_applicable,False,0,0,"{'base': 0.48, 'final': 0.48, 'penalty': 0, 'defense_count': 0, 'defenders': []}",ivica_zubac,4,0,0,2,11,8,5,1,14,9,1,12,7,6,7,8,6,8,11,13
1,42,"[1, 0, 2, 2, 5]",0.0,8,6,7,6,7,not_applicable,False,0,0,"{'base': 0.1, 'final': 0.1, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,5,0,0,3,10,8,4,1,14,10,2,12,6,6,7,7,6,7,11,13
1,43,"[2, 3, 0, 0, 3]",0.0,8,5,7,5,7,not_applicable,False,0,0,"{'base': 0.5, 'final': 0.5, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,5,1,0,2,10,7,4,2,14,9,2,11,6,6,7,7,5,7,11,13
1,44,"[1, 1, 3, 1, 2]",0.0,8,6,7,6,7,not_applicable,False,0,0,"{'base': 0.1, 'final': 0.1, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,6,1,0,3,9,7,3,2,13,9,3,11,7,6,7,8,6,7,11,12
1,45,"[0, 1, 1, 4, 1]",0.0,8,6,7,6,7,shot_failed,True,0,0,"{'base': 0.1, 'final': 0.1, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,5,1,0,2,10,7,4,2,12,9,2,11,8,6,8,8,6,7,12,12
2,46,"[0, 3, 2, 0, 0]",0.0,5,4,13,4,13,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,5,4,5,3,6,3,8,2,9,4,4,13,6,13,7,12,7,13,8,13
2,47,"[1, 3, 2, 3, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,6,4,5,4,7,3,7,2,10,4,5,13,6,13,7,11,7,13,8,13
2,48,"[4, 2, 2, 1, 3]",0.0,5,5,13,5,13,shot_failed,True,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,6,3,6,4,8,3,7,1,11,4,5,13,6,12,7,10,7,13,8,13
3,49,"[2, 3, 0, 3, 0]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': 0.26, 'final': 0.26, 'penalty': 0, 'defense_count': 0, 'defenders': []}",james_harden,5,2,6,4,7,2,8,4,9,2,5,12,6,13,7,13,8,13,9,13
3,50,"[5, 2, 0, 3, 0]",0.0,8,8,13,8,13,not_applicable,False,0,0,"{'base': 0.22, 'final': 0.22, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,5,1,7,4,6,2,8,3,10,2,5,12,6,12,6,13,8,13,9,13
3,51,"[0, 0, 2, 1, 0]",0.0,8,8,13,8,13,not_applicable,False,0,0,"{'base': 0.22, 'final': 0.22, 'penalty': 0, 'defense_count': 0, 'defenders': []}",kris_dunn,4,1,8,4,6,1,8,2,10,3,4,12,5,12,6,12,8,13,9,13
