episode,step,action,reward,player_idx,player_row,player_col,ball_row,ball_col,shot,done,score_red,score_blue,prob_info,p0_row,p0_col,p1_row,p1_col,p2_row,p2_col,p3_row,p3_col,p4_row,p4_col,p5_row,p5_col,p6_row,p6_col,p7_row,p7_col,p8_row,p8_col,p9_row,p9_col
2,12,"[0, 0, 4, 2, 0]",0.0,7,5,13,5,13,shot_failed,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,4,9,3,8,3,5,1,11,4,4,12,9,10,5,13,6,12,9,13
3,13,"[3, 2, 3, 0, 0]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,4,6,3,8,4,10,3,5,13,6,12,7,13,8,13,9,13
3,14,"[2, 0, 1, 3, 3]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,7,4,7,3,8,3,10,2,5,12,6,12,7,13,8,13,9,13
3,15,"[5, 1, 2, 3, 1]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,3,7,5,7,4,8,4,10,3,5,12,7,12,7,13,8,13,10,13
3,16,"[3, 3, 2, 2, 1]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,7,6,6,4,9,4,10,2,5,13,7,12,7,13,8,12,11,13
3,17,"[3, 1, 1, 0, 3]",0.0,7,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,6,6,6,3,9,3,10,1,5,13,7,12,8,13,8,12,11,13
3,18,"[0, 0, 4, 2, 0]",0.0,7,8,13,8,13,shot_failed,True,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,5,6,6,4,8,3,10,2,4,13,6,12,8,13,8,11,10,13
4,19,"[5, 3, 2, 3, 1]",0.0,7,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,5,3,6,3,8,4,9,2,5,13,6,13,7,12,8,13,10,13
4,20,"[1, 2, 2, 2, 0]",0.0,7,7,11,7,11,not_applicable,False,0,0,"{'base': np.float64(0.2721572263543369), 'final': np.float64(0.2721572263543369), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,2,5,4,7,3,8,3,9,3,5,13,6,12,7,11,8,12,9,13
4,21,"[2, 3, 3, 1, 1]",0.0,7,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,6,4,6,3,8,4,9,4,5,12,6,13,7,12,9,12,10,13
4,22,"[3, 0, 0, 1, 1]",0.0,7,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,5,4,5,3,7,4,9,5,5,13,6,13,6,12,10,12,11,13
4,23,"[1, 2, 1, 1, 2]",0.0,7,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,4,4,4,5,2,6,4,8,5,5,13,6,13,7,12,11,12,11,13
4,24,"[0, 0, 0, 1, 2]",0.0,7,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,5,5,4,6,2,6,3,7,5,4,13,5,13,6,12,12,12,11,12
4,25,"[0, 0, 1, 2, 0]",0.0,7,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,5,6,4,5,2,7,3,6,5,3,13,4,13,7,12,12,11,10,12
4,26,"[3, 2, 3, 0, 2]",0.0,7,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,5,7,4,4,2,8,3,6,4,3,13,4,12,7,13,11,11,10,11
4,27,"[1, 2, 5, 1, 1]",0.0,8,12,11,12,11,not_applicable,False,0,0,"{'base': np.float64(0.2352080750237597), 'final': np.float64(0.2352080750237597), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,5,7,3,4,1,9,3,6,5,4,13,4,11,7,13,12,11,11,11
4,28,"[1, 0, 1, 4, 0]",0.0,8,12,11,12,11,shot_failed,True,0,0,"{'base': np.float64(0.2352080750237597), 'final': np.float64(0.2352080750237597), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,5,8,3,3,1,9,2,6,6,5,13,3,11,8,13,12,11,10,11
5,29,"[1, 0, 0, 2, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,4,7,4,7,3,9,2,5,13,6,13,7,13,8,12,9,13
5,30,"[0, 3, 2, 1, 0]",0.0,5,4,13,4,13,not_applicable,False,0,0,"{'base': np.float64(0.1978696081563825), 'final': np.float64(0.1978696081563825), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,6,5,6,4,7,4,10,2,4,13,6,13,7,12,9,12,8,13
5,31,"[2, 1, 2, 1, 1]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': np.float64(0.22618655352128306), 'final': np.float64(0.22618655352128306), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,5,6,6,6,5,7,5,11,2,4,12,7,13,7,11,10,12,9,13
5,32,"[0, 2, 3, 3, 0]",0.0,5,3,12,3,12,not_applicable,False,0,0,"{'base': np.float64(0.2176701143557877), 'final': np.float64(0.2176701143557877), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,7,6,5,5,7,4,11,3,3,12,7,12,7,11,10,13,8,13
5,33,"[1, 2, 1, 3, 0]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': np.float64(0.22618655352128306), 'final': np.float64(0.22618655352128306), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,5,7,5,5,6,8,4,11,4,4,12,7,12,8,11,10,13,7,13
5,34,"[2, 1, 3, 2, 1]",0.0,5,4,11,4,11,not_applicable,False,0,0,"{'base': np.float64(0.25793087753742816), 'final': np.float64(0.25793087753742816), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,7,6,6,6,9,4,12,4,4,11,8,12,8,11,10,12,8,13
5,35,"[4, 0, 2, 0, 2]",0.0,5,4,11,4,11,shot_failed,True,0,0,"{'base': np.float64(0.25793087753742816), 'final': np.float64(0.25793087753742816), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,4,7,5,7,6,9,5,13,4,4,11,7,12,8,10,9,12,8,12
6,36,"[5, 1, 3, 3, 0]",-1.0,5,5,13,5,13,intercepted_pass,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,6,3,7,3,8,3,9,3,5,13,6,13,7,13,8,13,9,13
7,37,"[2, 1, 1, 0, 2]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,5,3,7,2,8,4,8,3,5,12,6,13,7,13,8,13,9,12
7,38,"[0, 0, 1, 0, 3]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': np.float64(0.22618655352128306), 'final': np.float64(0.22618655352128306), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,5,4,7,3,9,4,8,4,4,12,5,13,7,13,8,13,9,13
7,39,"[1, 1, 1, 2, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,5,6,4,6,3,10,4,9,4,5,12,6,13,7,13,8,12,10,13
7,40,"[2, 3, 1, 2, 1]",0.0,5,5,11,5,11,not_applicable,False,0,0,"{'base': np.float64(0.2656954111578556), 'final': np.float64(0.2656954111578556), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,5,7,4,7,3,10,5,10,4,5,11,6,13,8,13,8,11,11,13
7,41,"[3, 3, 2, 3, 0]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,4,7,5,7,4,9,5,10,5,5,12,6,13,8,12,8,11,10,13
7,42,"[1, 2, 2, 3, 0]",0.0,5,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,4,7,6,8,4,9,4,10,4,6,12,6,13,8,12,8,11,9,13
7,43,"[5, 0, 2, 0, 2]",0.0,9,9,12,9,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",1,4,6,6,8,3,8,4,9,4,6,12,5,13,8,12,7,11,9,12
7,44,"[1, 1, 0, 2, 5]",0.0,7,8,12,8,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",0,4,7,6,7,3,7,4,10,4,7,12,6,13,8,12,7,10,9,12
7,45,"[0, 3, 3, 2, 2]",0.0,7,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",1,4,7,5,7,2,6,4,9,4,6,12,6,13,8,13,7,9,9,11
7,46,"[3, 0, 4, 3, 2]",0.0,7,8,13,8,13,shot_failed,True,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,4,7,6,8,2,6,3,9,3,6,12,5,13,8,13,7,10,9,10
8,47,"[2, 2, 2, 1, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,5,3,7,2,8,4,9,2,5,12,6,12,7,12,8,13,10,13
8,48,"[2, 3, 2, 3, 3]",0.0,5,5,11,5,11,not_applicable,False,0,0,"{'base': np.float64(0.2656954111578556), 'final': np.float64(0.2656954111578556), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,2,6,3,7,3,9,4,9,1,5,11,6,13,7,11,8,13,10,13
8,49,"[5, 2, 2, 2, 1]",0.0,9,11,13,11,13,not_applicable,False,0,0,"{'base': np.float64(0.19091176472502752), 'final': np.float64(0.19091176472502752), 'penalty': 0, 'defense_count': 0, 'defenders': []}",7,2,6,2,8,3,9,5,9,2,5,11,6,12,7,10,8,12,11,13
8,50,"[3, 2, 3, 2, 5]",0.0,7,7,11,7,11,not_applicable,False,0,0,"{'base': np.float64(0.2721572263543369), 'final': np.float64(0.2721572263543369), 'penalty': 0, 'defense_count': 0, 'defenders': []}",7,1,6,1,7,3,8,5,9,3,5,12,6,11,7,11,8,11,11,13
8,51,"[2, 3, 5, 0, 1]",0.0,6,6,12,6,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",7,2,6,0,8,3,7,5,9,4,5,11,6,12,7,11,8,11,12,13
8,52,"[3, 3, 3, 1, 3]",0.0,6,6,13,6,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",7,1,6,1,7,3,8,5,9,3,5,12,6,13,7,12,9,11,12,13
8,53,"[0, 1, 1, 2, 2]",0.0,6,7,13,7,13,not_applicable,False,0,0,"{'base': np.float64(0.2074101705543697), 'final': np.float64(0.2074101705543697), 'penalty': 0, 'defense_count': 0, 'defenders': []}",7,2,7,1,8,3,7,5,9,2,4,12,7,13,8,12,9,10,12,12
8,54,"[1, 1, 2, 1, 1]",0.0,6,8,13,8,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,2,6,1,8,2,6,5,9,1,5,12,8,13,8,11,10,10,13,12
8,55,"[1, 2, 3, 3, 0]",0.0,6,8,12,8,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,7,1,8,3,5,5,8,1,6,12,8,12,8,11,10,11,12,12
8,56,"[2, 5, 3, 1, 3]",0.0,5,6,11,6,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,2,6,1,9,3,6,5,9,1,6,11,8,12,8,11,11,11,12,13
8,57,"[5, 3, 1, 2, 0]",-1.0,5,6,11,6,11,intercepted_pass,True,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,2,6,1,9,3,6,5,9,1,6,11,8,12,8,11,11,11,12,13
9,58,"[5, 2, 2, 3, 2]",0.0,7,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,6,4,7,2,8,2,10,3,5,13,6,12,7,12,8,13,9,12
9,59,"[0, 1, 1, 0, 2]",0.0,7,8,12,8,12,not_applicable,False,0,0,"{'base': np.float64(0.23654018528566523), 'final': np.float64(0.23654018528566523), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,1,5,4,6,2,8,1,9,3,4,13,6,12,8,12,7,13,9,11
9,60,"[3, 0, 0, 2, 2]",0.0,7,7,12,7,12,not_applicable,False,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,1,5,5,5,2,8,2,9,2,4,13,5,12,7,12,7,13,9,10
9,61,"[3, 0, 4, 2, 2]",0.0,7,7,12,7,12,shot_failed,True,0,0,"{'base': np.float64(0.23788346092466214), 'final': np.float64(0.23788346092466214), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,2,5,6,6,2,7,2,10,2,4,13,4,12,7,12,7,13,9,9
10,62,"[1, 2, 1, 0, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,6,2,6,3,8,4,9,4,5,13,6,12,7,13,8,13,9,13
10,63,"[5, 3, 3, 0, 3]",-1.0,5,5,13,5,13,intercepted_pass,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,6,2,6,3,8,4,9,4,5,13,6,12,7,13,8,13,9,13
11,64,"[3, 1, 3, 2, 0]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,2,6,2,7,2,7,3,9,4,5,13,6,13,7,13,8,12,8,13
11,65,"[5, 3, 1, 2, 1]",0.0,8,8,11,8,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,6,1,8,2,7,2,8,4,5,13,6,13,7,13,8,11,9,13
11,66,"[3, 3, 2, 0, 0]",0.0,8,7,11,7,11,not_applicable,False,0,0,"{'base': np.float64(0.2721572263543369), 'final': np.float64(0.2721572263543369), 'penalty': 0, 'defense_count': 0, 'defenders': []}",6,3,6,0,9,2,7,1,7,4,5,13,6,13,7,12,7,11,8,13
11,67,"[0, 2, 2, 4, 2]",0.0,8,7,11,7,11,shot_failed,True,0,0,"{'base': np.float64(0.2721572263543369), 'final': np.float64(0.2721572263543369), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,6,1,8,2,7,2,6,4,4,13,6,12,7,12,7,11,8,12
12,68,"[2, 0, 0, 1, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,6,2,7,4,8,4,9,2,5,12,5,13,6,13,8,13,10,13
12,69,"[0, 1, 0, 2, 0]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': np.float64(0.22618655352128306), 'final': np.float64(0.22618655352128306), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,3,6,1,7,3,8,3,9,3,4,12,5,13,6,13,8,12,9,13
12,70,"[5, 1, 0, 2, 2]",0.0,7,6,13,6,13,not_applicable,False,0,0,"{'base': np.float64(0.20631563059364366), 'final': np.float64(0.20631563059364366), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,2,7,1,7,4,8,4,9,2,4,12,5,13,6,13,8,11,9,12
12,71,"[0, 1, 5, 1, 0]",0.0,6,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,1,7,2,7,5,9,4,9,1,3,12,5,13,6,13,9,11,8,12
12,72,"[2, 2, 2, 1, 2]",0.0,6,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,0,7,1,8,5,10,4,9,0,3,11,5,12,6,12,10,11,8,11
12,73,"[2, 0, 1, 2, 2]",0.0,6,4,12,4,12,not_applicable,False,0,0,"{'base': np.float64(0.22618655352128306), 'final': np.float64(0.22618655352128306), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,0,6,1,8,4,10,3,8,0,3,10,4,12,7,12,10,10,8,10
12,74,"[1, 0, 2, 2, 0]",0.0,6,3,12,3,12,not_applicable,False,0,0,"{'base': np.float64(0.2176701143557877), 'final': np.float64(0.2176701143557877), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,1,5,1,9,4,11,3,8,1,4,10,3,12,7,11,10,9,7,10
12,75,"[0, 5, 0, 0, 3]",0.0,9,7,11,7,11,not_applicable,False,0,0,"{'base': np.float64(0.2721572263543369), 'final': np.float64(0.2721572263543369), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,2,6,1,8,4,10,3,7,1,3,10,3,12,6,11,9,9,7,11
12,76,"[0, 3, 1, 2, 1]",0.0,9,8,11,8,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",1,2,6,0,8,3,10,2,6,1,2,10,3,13,6,11,9,8,8,11
12,77,"[1, 0, 1, 2, 0]",0.0,9,8,11,8,11,not_applicable,False,0,0,"{'base': np.float64(0.2705202467546839), 'final': np.float64(0.2705202467546839), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,2,5,0,7,3,11,2,6,0,3,10,2,13,7,11,9,7,8,11
12,78,"[2, 0, 1, 3, 2]",0.0,9,8,10,8,10,not_applicable,False,0,0,"{'base': np.float64(0.3082424419115055), 'final': np.float64(0.3082424419115055), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,2,5,1,7,2,10,2,5,0,3,9,1,13,7,11,9,8,8,10
12,79,"[2, 0, 0, 2, 4]",0.0,9,8,10,8,10,shot_failed,True,0,0,"{'base': np.float64(0.3082424419115055), 'final': np.float64(0.3082424419115055), 'penalty': 0, 'defense_count': 0, 'defenders': []}",2,2,4,1,6,2,10,3,4,0,3,8,0,13,6,11,9,7,8,10
13,80,"[1, 2, 0, 2, 2]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,6,4,7,2,8,4,9,2,5,13,6,12,6,13,8,12,9,12
13,81,"[2, 2, 3, 0, 1]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,3,6,3,8,2,8,3,9,1,5,12,6,11,6,13,7,12,10,12
13,82,"[4, 1, 1, 3, 2]",0.0,5,5,12,5,12,shot_failed,True,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,3,6,2,9,2,7,3,10,1,5,12,7,11,7,13,7,12,10,11
14,83,"[5, 0, 2, 3, 2]",0.0,9,9,12,9,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,5,3,7,2,8,4,9,4,5,13,6,13,7,12,8,13,9,12
14,84,"[2, 0, 1, 2, 3]",0.0,9,9,13,9,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,5,5,4,8,2,7,4,9,5,5,12,5,13,8,12,8,13,9,13
14,85,"[1, 1, 3, 1, 4]",-1.0,9,9,13,9,13,intercepted_shot,True,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,5,5,4,8,2,7,4,9,5,6,12,6,13,8,12,8,13,9,13
15,86,"[3, 3, 3, 3, 3]",0.0,5,5,13,5,13,not_applicable,False,0,0,"{'base': np.float64(0.20308447542151253), 'final': np.float64(0.20308447542151253), 'penalty': 0, 'defense_count': 0, 'defenders': []}",5,4,5,3,6,3,8,4,9,4,5,13,6,13,7,13,8,13,9,13
15,87,"[2, 3, 0, 0, 2]",0.0,5,5,12,5,12,not_applicable,False,0,0,"{'base': np.float64(0.23257689450206726), 'final': np.float64(0.23257689450206726), 'penalty': 0, 'defense_count': 0, 'defenders': []}",4,4,5,4,7,3,8,5,9,5,5,12,6,13,7,13,8,13,9,12
15,88,"[0, 1, 3, 3, 3]",0.0,5,4,12,4,12,not_applicable,False,0,0,"{'base': np.float64(0.22618655352128306), 'final': np.float64(0.22618655352128306), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,4,5,3,6,3,8,6,9,4,4,12,6,13,7,13,8,13,9,13
15,89,"[2, 2, 1, 3, 0]",0.0,5,4,11,4,11,not_applicable,False,0,0,"{'base': np.float64(0.25793087753742816), 'final': np.float64(0.25793087753742816), 'penalty': 0, 'defense_count': 0, 'defenders': []}",3,5,5,2,7,3,8,7,9,5,4,11,6,12,7,13,8,13,9,13
